SampleID,TaxaID,N_Taxa,INDEX_CLASS,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
050181-9/21/23,Chironomidae,119,WestFlat,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050181-9/21/23,Dixidae,1,WestFlat,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
050181-9/21/23,Ephemerellidae,24,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050181-9/21/23,Hydracarina,3,WestFlat,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050181-9/21/23,Hydropsychidae,3,WestFlat,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050181-9/21/23,Isopoda,2,WestFlat,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
050181-9/21/23,Leptophlebiidae,1,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
050181-9/21/23,Limnephilidae,1,WestFlat,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050181-9/21/23,Pisidiidae,1,WestFlat,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
050181-9/21/23,Rhyacophilidae,3,WestFlat,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
050181-9/21/23,Sialidae,2,WestFlat,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
050181-9/21/23,Simuliidae,16,WestFlat,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050222-9/7/23,Amphipoda,57,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
050222-9/7/23,Baetidae,30,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050222-9/7/23,Brachycentridae,12,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050222-9/7/23,Chironomidae,144,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050222-9/7/23,Corixidae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
050222-9/7/23,Ephemerellidae,3,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050222-9/7/23,Gerridae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
050222-9/7/23,Hydracarina,2,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050222-9/7/23,Hydrobiidae,1,MidSizeDry,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
050222-9/7/23,Isopoda,7,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
050222-9/7/23,Limnephilidae,10,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050222-9/7/23,Oligochaeta,2,MidSizeDry,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050222-9/7/23,Phryganeidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
050222-9/7/23,Pisidiidae,1,MidSizeDry,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
050222-9/7/23,Rhyacophilidae,2,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Rhyacophilidae,PR,0.9,CN,FALSE
050222-9/7/23,Simuliidae,6,MidSizeDry,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050222-9/7/23,Tipulidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
050223-9/7/23,Amphipoda,52,WestFlat,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
050223-9/7/23,Baetidae,21,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050223-9/7/23,Brachycentridae,14,WestFlat,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050223-9/7/23,Ceratopogonidae,1,WestFlat,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
050223-9/7/23,Chironomidae,61,WestFlat,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050223-9/7/23,Corixidae,1,WestFlat,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
050223-9/7/23,Ephemerellidae,2,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050223-9/7/23,Hydracarina,4,WestFlat,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050223-9/7/23,Hydropsychidae,1,WestFlat,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050223-9/7/23,Lepidostomatidae,1,WestFlat,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
050223-9/7/23,Leptophlebiidae,13,WestFlat,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
050223-9/7/23,Limnephilidae,2,WestFlat,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050223-9/7/23,Nemouridae,5,WestFlat,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
050223-9/7/23,Oligochaeta,7,WestFlat,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050223-9/7/23,Perlodidae,1,WestFlat,Arthropoda,,Insecta,,Plecoptera,Perlodidae,PR,1.6,CN,FALSE
050223-9/7/23,Pisidiidae,1,WestFlat,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
050223-9/7/23,Simuliidae,15,WestFlat,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050223-9/7/23,Tipulidae,2,WestFlat,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
050283-7/28/23,Baetidae,34,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050283-7/28/23,Baetiscidae,4,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
050283-7/28/23,Brachycentridae,9,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050283-7/28/23,Caenidae,1,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
050283-7/28/23,Chironomidae,99,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050283-7/28/23,Dytiscidae,1,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
050283-7/28/23,Elmidae,2,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
050283-7/28/23,Ephemerellidae,11,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050283-7/28/23,Hydracarina,14,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050283-7/28/23,Hydropsychidae,5,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050283-7/28/23,Hydroptilidae,11,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
050283-7/28/23,Limnephilidae,16,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050283-7/28/23,Lymnaeidae,6,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
050283-7/28/23,Molannidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Molannidae,SC,5.2,SP,FALSE
050283-7/28/23,Oligochaeta,3,MidSizeDry,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050283-7/28/23,Philopotamidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
050283-7/28/23,Phryganeidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
050283-7/28/23,Physidae,1,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
050283-7/28/23,Polycentropodidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
050283-7/28/23,Simuliidae,20,MidSizeDry,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050283-7/28/23,Tabanidae,3,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
050283-7/28/23,Tipulidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
050283-7/28/23,Tricorythidae,3,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
050284-7/28/23,Aeshnidae,1,VeryNarrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
050284-7/28/23,Amphipoda,2,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
050284-7/28/23,Baetidae,29,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050284-7/28/23,Baetiscidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
050284-7/28/23,Brachycentridae,15,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050284-7/28/23,Caenidae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
050284-7/28/23,Calopterygidae,3,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
050284-7/28/23,Ceratopogonidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
050284-7/28/23,Chironomidae,47,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050284-7/28/23,Corydalidae,3,VeryNarrow,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
050284-7/28/23,Elmidae,12,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
050284-7/28/23,Ephemerellidae,12,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050284-7/28/23,Ephemeridae,1,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
050284-7/28/23,Glossosomatidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
050284-7/28/23,Hydracarina,1,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050284-7/28/23,Hydrophilidae,1,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
050284-7/28/23,Hydropsychidae,51,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050284-7/28/23,Isopoda,1,VeryNarrow,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
050284-7/28/23,Leptophlebiidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
050284-7/28/23,Limnephilidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050284-7/28/23,Oligochaeta,5,VeryNarrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050284-7/28/23,Perlodidae,1,VeryNarrow,Arthropoda,,Insecta,,Plecoptera,Perlodidae,PR,1.6,CN,FALSE
050284-7/28/23,Phryganeidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
050284-7/28/23,Physidae,7,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
050284-7/28/23,Pisidiidae,13,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
050284-7/28/23,Simuliidae,2,VeryNarrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050284-7/28/23,Tricorythidae,110,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
050285-7/28/23,Amphipoda,7,WetWide,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
050285-7/28/23,Athericidae,9,WetWide,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
050285-7/28/23,Baetidae,48,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050285-7/28/23,Brachycentridae,2,WetWide,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050285-7/28/23,Ceratopogonidae,1,WetWide,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
050285-7/28/23,Chironomidae,21,WetWide,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050285-7/28/23,Elmidae,3,WetWide,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
050285-7/28/23,Ephemerellidae,11,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
050285-7/28/23,Heptageniidae,5,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
050285-7/28/23,Hydropsychidae,11,WetWide,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050285-7/28/23,Hydroptilidae,1,WetWide,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
050285-7/28/23,Isopoda,1,WetWide,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
050285-7/28/23,Leptophlebiidae,1,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
050285-7/28/23,Leuctridae,4,WetWide,Arthropoda,,Insecta,,Plecoptera,Leuctridae,SH,0.6,SP,FALSE
050285-7/28/23,Limnephilidae,3,WetWide,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
050285-7/28/23,Lymnaeidae,1,WetWide,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
050285-7/28/23,Nemouridae,7,WetWide,Arthropoda,,Insecta,,Plecoptera,Nemouridae,SH,1.9,SP,FALSE
050285-7/28/23,Oligochaeta,29,WetWide,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050285-7/28/23,Pteronarcyidae,1,WetWide,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
050285-7/28/23,Simuliidae,31,WetWide,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050285-7/28/23,Tricorythidae,1,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
050286-8/2/23,Aeshnidae,7,East,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
050286-8/2/23,Amphipoda,14,East,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
050286-8/2/23,Ancylidae,1,East,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
050286-8/2/23,Baetidae,69,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
050286-8/2/23,Baetiscidae,4,East,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
050286-8/2/23,Brachycentridae,1,East,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
050286-8/2/23,Caenidae,8,East,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
050286-8/2/23,Calopterygidae,3,East,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
050286-8/2/23,Chironomidae,22,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
050286-8/2/23,Decapoda,1,East,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
050286-8/2/23,Dreissenidae,1,East,Mollusca,,Bivalvia,,Veneroida,Dreissenidae,CF,NA,CN,FALSE
050286-8/2/23,Elmidae,17,East,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
050286-8/2/23,Ephemeridae,9,East,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
050286-8/2/23,Gomphidae,2,East,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
050286-8/2/23,Helicopsychidae,2,East,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
050286-8/2/23,Heptageniidae,26,East,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
050286-8/2/23,Hydracarina,7,East,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
050286-8/2/23,Hydropsychidae,15,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
050286-8/2/23,Leptoceridae,9,East,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
050286-8/2/23,Oligochaeta,9,East,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
050286-8/2/23,Physidae,4,East,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
050286-8/2/23,Pisidiidae,10,East,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
050286-8/2/23,Polycentropodidae,10,East,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
050286-8/2/23,Porifera,1,East,Porifera,,,,,,CF,NA,,FALSE
050286-8/2/23,Simuliidae,9,East,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
050286-8/2/23,Tabanidae,2,East,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
050286-8/2/23,Veliidae,14,East,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
050286-8/2/23,Viviparidae,1,East,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
080230-8/29/23,Aeshnidae,2,East,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
080230-8/29/23,Amphipoda,127,East,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
080230-8/29/23,Ancylidae,2,East,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
080230-8/29/23,Baetidae,35,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
080230-8/29/23,Baetiscidae,1,East,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
080230-8/29/23,Belostomatidae,1,East,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
080230-8/29/23,Brachycentridae,1,East,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
080230-8/29/23,Calopterygidae,41,East,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
080230-8/29/23,Chironomidae,3,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
080230-8/29/23,Corbicula,1,East,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
080230-8/29/23,Corixidae,1,East,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
080230-8/29/23,Decapoda,1,East,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
080230-8/29/23,Elmidae,4,East,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
080230-8/29/23,Ephemeridae,1,East,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
080230-8/29/23,Gerridae,1,East,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
080230-8/29/23,Gomphidae,2,East,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
080230-8/29/23,Heptageniidae,4,East,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
080230-8/29/23,Hirudinea,1,East,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
080230-8/29/23,Hydracarina,1,East,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
080230-8/29/23,Hydropsychidae,19,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
080230-8/29/23,Isonychiidae,1,East,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
080230-8/29/23,Leptoceridae,1,East,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
080230-8/29/23,Mesoveliidae,2,East,Arthropoda,,Insecta,,Hemiptera,Mesoveliidae,PR,NA,SK,FALSE
080230-8/29/23,Sialidae,1,East,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
080230-8/29/23,Simuliidae,13,East,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
080230-8/29/23,Veliidae,6,East,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
080241-8/31/23,Aeshnidae,1,MidSizeDry,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
080241-8/31/23,Amphipoda,87,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
080241-8/31/23,Baetidae,23,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
080241-8/31/23,Caenidae,7,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
080241-8/31/23,Calopterygidae,83,MidSizeDry,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
080241-8/31/23,Chironomidae,4,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
080241-8/31/23,Corbicula,10,MidSizeDry,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
080241-8/31/23,Corixidae,3,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
080241-8/31/23,Decapoda,9,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
080241-8/31/23,Elmidae,19,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
080241-8/31/23,Gerridae,2,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
080241-8/31/23,Gomphidae,1,MidSizeDry,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
080241-8/31/23,Haliplidae,6,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
080241-8/31/23,Hydracarina,4,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
080241-8/31/23,Hydrobiidae,2,MidSizeDry,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
080241-8/31/23,Hydropsychidae,4,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
080241-8/31/23,Isopoda,3,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
080241-8/31/23,Leptoceridae,4,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
080241-8/31/23,Leptophlebiidae,1,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
080241-8/31/23,Physidae,3,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
080241-8/31/23,Tricorythidae,17,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
080241-8/31/23,Turbellaria,2,MidSizeDry,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
080274-8/30/23,Aeshnidae,7,MidSizeDry,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
080274-8/30/23,Amphipoda,173,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
080274-8/30/23,Baetidae,2,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
080274-8/30/23,Belostomatidae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
080274-8/30/23,Calopterygidae,26,MidSizeDry,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
080274-8/30/23,Chironomidae,5,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
080274-8/30/23,Coenagrionidae,1,MidSizeDry,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
080274-8/30/23,Corixidae,21,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
080274-8/30/23,Decapoda,7,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
080274-8/30/23,Dytiscidae,3,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
080274-8/30/23,Elmidae,8,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
080274-8/30/23,Haliplidae,7,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
080274-8/30/23,Heptageniidae,1,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
