MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
11NPSWRD_WQX-ROMN_GRKO_S01,Montana,Clark Fork River,Stream,46.4087,-112.746
11NPSWRD_WQX-ROMN_LIBI_S01,Montana,Little Bighorn River,Stream,45.5664,-107.442
11NPSWRD_WQX-YELL_LM000.5M,Wyoming,Lamar River at USGS Gage near Ranger Station,Stream,44.92862251,-110.3938649
11NPSWRD_WQX-YELL_MDR,Montana,"Madison River near West Yellowstone, MT",Stream,44.715549,-111.102835
11NPSWRD_WQX-YELL_YS549.7M,Montana,Yellowstone River at Corwin Springs,Stream,45.11177425,-110.793318
11NPSWRD_WQX-YELL_YSL_003,Wyoming,Yellowstone Lake Shoreline KM 3,Lake,44.4361766,-110.4910642
11NPSWRD_WQX-YELL_YSL_006,Wyoming,Yellowstone Lake Shoreline KM 6,Lake,44.4123349,-110.5003373
11NPSWRD_WQX-YELL_YSL_009,Wyoming,Yellowstone Lake Shoreline KM 9,Lake,44.3939319,-110.5227442
11NPSWRD_WQX-YELL_YSL_012,Wyoming,Yellowstone Lake Shoreline KM 12,Lake,44.3937156,-110.5547218
11NPSWRD_WQX-YELL_YSL_021,Wyoming,Yellowstone Lake Shoreline KM 21,Lake,44.44215565,-110.567409
11NPSWRD_WQX-YELL_YSL_023,Wyoming,Yellowstone Lake Shoreline KM 23,Lake,44.449383,-110.5622957
11NPSWRD_WQX-YELL_YSL_025,Wyoming,Yellowstone Lake Shoreline KM 25,Lake,44.464555,-110.555252
11NPSWRD_WQX-YELL_YSL_027,Wyoming,Yellowstone Lake Shoreline KM 27,Lake,44.47056545,-110.5258352
11NPSWRD_WQX-YELL_YSL_029,Wyoming,Yellowstone Lake Shoreline KM 29,Lake,44.4650652,-110.5166443
UTAHDWQ_WQX-4938640,Wyoming,FLAMING GORGE RES BL BUCKBOARD,Lake,41.20496,-109.53458
11NPSWRD_WQX-YELL_YSL_045,Wyoming,Yellowstone Lake Shoreline KM 45,Lake,44.5259022,-110.4333823
11NPSWRD_WQX-YELL_YSL_052,Wyoming,Yellowstone Lake Shoreline KM 52,Lake,44.541606,-110.4209148
11NPSWRD_WQX-YELL_YSL_041,Wyoming,Yellowstone Lake Shoreline KM 41,Lake,44.4996592,-110.4194902
11NPSWRD_WQX-YELL_YSL_065,Wyoming,Yellowstone Lake Shoreline KM 65,Lake,44.5427335,-110.290544
11NPSWRD_WQX-YELL_YSL_067,Wyoming,Yellowstone Lake Shoreline KM 67,Lake,44.5294907,-110.2978001
11NPSWRD_WQX-YELL_YSL_077,Wyoming,Yellowstone Lake Shoreline KM 77,Lake,44.4605066,-110.2903018
11NPSWRD_WQX-YELL_YSL_079,Wyoming,Yellowstone Lake Shoreline KM 79,Lake,44.4515944,-110.2888089
11NPSWRD_WQX-YELL_YSL_080,Wyoming,Yellowstone Lake Shoreline KM 80,Lake,44.4430646,-110.2927107
11NPSWRD_WQX-YELL_YSL_082,Wyoming,Yellowstone Lake Shoreline KM 82,Lake,44.4278007,-110.2933926
11NPSWRD_WQX-YELL_YSL_089,Wyoming,Yellowstone Lake Shoreline KM 89,Lake,44.387009,-110.2424828
11NPSWRD_WQX-YELL_YSL_091,Wyoming,Yellowstone Lake Shoreline KM 91,Lake,44.3732,-110.2286
11NPSWRD_WQX-YELL_YSL_101,Wyoming,Yellowstone Lake Shoreline KM 101,Lake,44.3841748,-110.2783129
11NPSWRD_WQX-YELL_YSL_101A,Wyoming,Yellowstone Lake Shoreline KM 101A,Lake,44.388985,-110.280074
11NPSWRD_WQX-YELL_YSL_115,Wyoming,Yellowstone Lake Shoreline KM 115,Lake,44.3122086,-110.3154574
11NPSWRD_WQX-YELL_YSL_120,Wyoming,Yellowstone Lake Shoreline KM 120,Lake,44.3327034,-110.3563607
11NPSWRD_WQX-YELL_YSL_121,Wyoming,Yellowstone Lake Shoreline KM 121,Lake,44.3327035,-110.3563574
11NPSWRD_WQX-YELL_YSL_128,Wyoming,Yellowstone Lake Shoreline KM 128,Lake,44.3822515,-110.352538
11NPSWRD_WQX-YELL_YSL_144,Wyoming,Yellowstone Lake Shoreline KM 144,Lake,44.37581,-110.41672
11NPSWRD_WQX-YELL_YSL_148,Wyoming,Yellowstone Lake Shoreline KM 148,Lake,44.3913868,-110.3895568
11NPSWRD_WQX-YELL_YSL_153,Wyoming,Yellowstone Lake Shoreline KM 153,Lake,44.3969372,-110.3986723
11NPSWRD_WQX-YELL_YSL_158,Wyoming,Yellowstone Lake Shoreline KM 158,Lake,44.4168001,-110.414761
11NPSWRD_WQX-YELL_YSL_163,Wyoming,Yellowstone Lake Shoreline KM 163,Lake,44.4278772,-110.4598845
11NPSWRD_WQX-YELL_YSL_168,Wyoming,Yellowstone Lake Shoreline KM 168,Lake,44.41885938,-110.3689325
11NPSWRD_WQX-YELL_YSL_171,Wyoming,Yellowstone Lake Shoreline KM 171,Lake,44.431764,-110.3622236
11NPSWRD_WQX-YELL_YSL_175,Wyoming,Yellowstone Lake Shoreline KM 175,Lake,44.44989678,-110.4102368
11NPSWRD_WQX-YELL_YSL_177,Wyoming,Yellowstone Lake Shoreline KM 177,Lake,44.50713792,-110.3783093
21NEB001_WQX-SNP3NPLAT577,Wyoming,North Platte River at Nebraska-Wyoming State Line,Stream,41.98852,-104.05342
ADVENTURESCIENTISTS-43.20.110.85,Wyoming,Snake River Headwaters Wild and Scenic River-43.20.110.85,Stream,43.20480589,-110.8494019
ADVENTURESCIENTISTS-43.20.110.88,Wyoming,Snake Wild and Scenic River-43.20.110.88,Stream,43.1959796,-110.8838938
ADVENTURESCIENTISTS-43.20.110.89,Wyoming,Snake Wild and Scenic River-43.20.110.89,Stream,43.1964044,-110.8902725
ADVENTURESCIENTISTS-43.21.110.79,Wyoming,Snake Wild and Scenic River-43.21.110.79,Stream,43.2129873,-110.7870367
ADVENTURESCIENTISTS-43.28.110.53,Wyoming,Granite Creek (Snake River Headwaters Wild and Scenic River)-43.28.110.53,Stream,43.2833323,-110.532189
ADVENTURESCIENTISTS-43.28.110.54,Wyoming,Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.54,Stream,43.2832629,-110.5354386
ADVENTURESCIENTISTS-43.28.110.59,Wyoming,Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.59,Stream,43.28118197,-110.5937145
ADVENTURESCIENTISTS-43.28.110.61,Wyoming,Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.61,Stream,43.2803283,-110.6069583
ADVENTURESCIENTISTS-43.30.110.78,Wyoming,Snake River Headwaters Wild and Scenic River-43.30.110.78,Stream,43.30096075,-110.775043
ADVENTURESCIENTISTS-43.32.110.73,Wyoming,Hoback River (Snake River Headwaters Wild and Scenic River)-43.32.110.73,Stream,43.3203006,-110.7306197
ADVENTURESCIENTISTS-43.32.110.74,Wyoming,Snake River Headwaters Wild and Scenic River-43.32.110.74,Stream,43.31823744,-110.7358051
ADVENTURESCIENTISTS-43.37.110.45,Wyoming,Granite Creek (Snake River Headwaters Wild and Scenic River)-43.37.110.45,Stream,43.36927691,-110.445834
ADVENTURESCIENTISTS-43.37.110.74,Wyoming,Snake River Headwaters Wild and Scenic River-43.37.110.74,Stream,43.3720886,-110.7388174
ADVENTURESCIENTISTS-43.39.110.76,Wyoming,Snake River Headwaters Wild and Scenic River-43.39.110.76,Stream,43.38795507,-110.7559988
ADVENTURESCIENTISTS-43.58.110.31,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.58.110.31,Stream,43.57593862,-110.3110879
ADVENTURESCIENTISTS-43.62.110.49,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.62.110.49,Stream,43.62481136,-110.4886044
ADVENTURESCIENTISTS-43.62.110.62,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.62.110.62,Stream,43.620915,-110.6223734
ADVENTURESCIENTISTS-43.63.110.5,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.5,Stream,43.63466585,-110.4996868
ADVENTURESCIENTISTS-43.63.110.54,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.54,Stream,43.6289711,-110.544737
ADVENTURESCIENTISTS-43.63.110.55,Wyoming,Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.55,Stream,43.6290698,-110.545192
ADVENTURESCIENTISTS-43.66.110.71,Wyoming,Snake Wild and Scenic River-43.66.110.71,Stream,43.655318,-110.714415
ADVENTURESCIENTISTS-43.76.110.63,Wyoming,Snake River Headwaters Wild and Scenic River-43.76.110.63,Stream,43.7610851,-110.627195
ADVENTURESCIENTISTS-43.77.110.6,Wyoming,Snake River Headwaters Wild and Scenic River-43.77.110.6,Stream,43.76714014,-110.5957753
ADVENTURESCIENTISTS-43.78.110.58,Wyoming,Snake River Headwaters Wild and Scenic River-43.78.110.58,Stream,43.7817224,-110.5832601
ADVENTURESCIENTISTS-43.78.110.59,Wyoming,Snake River Headwaters Wild and Scenic River-43.78.110.59,Stream,43.77585415,-110.5863284
ADVENTURESCIENTISTS-43.82.110.35,Wyoming,Blackrock Creek (Snake River Headwaters Wild and Scenic River)-43.82.110.35,Stream,43.82423422,-110.3500485
ADVENTURESCIENTISTS-43.84.110.44,Wyoming,Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.84.110.44,Stream,43.84133707,-110.437035
ADVENTURESCIENTISTS-43.84.110.51,Wyoming,Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.84.110.51,Stream,43.8387118,-110.5127492
ADVENTURESCIENTISTS-43.84.110.52,Wyoming,Snake River Headwaters Wild and Scenic River-43.84.110.52,Stream,43.83962398,-110.5152158
ADVENTURESCIENTISTS-43.85.110.27,Wyoming,Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.85.110.27,Stream,43.8540288,-110.2652878
ADVENTURESCIENTISTS-43.85.110.52,Wyoming,Pacific Creek (Snake River Headwaters Wild and Scenic River)-43.85.110.52,Stream,43.8465686,-110.5190969
ADVENTURESCIENTISTS-43.86.110.27,Wyoming,Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.86.110.27,Stream,43.85661101,-110.2705609
ADVENTURESCIENTISTS-43.91.110.2,Wyoming,Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.91.110.2,Stream,43.90546057,-110.2015088
ADVENTURESCIENTISTS-44.10.110.67,Wyoming,Snake Wild and Scenic River-44.10.110.67,Stream,44.1004417,-110.6699025
ADVENTURESCIENTISTS-44.14.110.66,Wyoming,Snake River Headwaters Wild and Scenic River-44.14.110.66,Stream,44.14087067,-110.6633061
ADVENTURESCIENTISTS-44.24.110.65,Wyoming,Lewis River (Snake River Headwaters Wild and Scenic River)-44.24.110.65,Stream,44.2431676,-110.6460295
ADVENTURESCIENTISTS-44.35.110.65,Wyoming,Lewis River (Snake River Headwaters Wild and Scenic River)-44.35.110.65,Stream,44.34806683,-110.652134
ADVENTURESCIENTISTS-44.81.109.43,Wyoming,Clarks Fork Wild and Scenic River-44.81.109.43,Stream,44.8134355,-109.4343107
ADVENTURESCIENTISTS-44.84.109.32,Wyoming,Clarks Fork Wild and Scenic River-44.84.109.32,Stream,44.84137894,-109.3224388
ADVENTURESCIENTISTS-44.84.109.33,Wyoming,Clarks Fork Wild and Scenic River-44.84.109.33,Stream,44.84081717,-109.3268888
ADVENTURESCIENTISTS-44.87.109.65,Wyoming,Clarks Fork Wild and Scenic River-44.87.109.65,Stream,44.868138,-109.6453951
ADVENTURESCIENTISTS-45.18.109.65,Montana,East Rosebud Creek Wild and Scenic River-45.18.109.65,Stream,45.18142562,-109.646115
ADVENTURESCIENTISTS-45.23.109.6,Montana,East Rosebud Creek Wild and Scenic River-45.23.109.6,Stream,45.22911383,-109.6031833
ADVENTURESCIENTISTS-48.23.113.57,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.23.113.57,Stream,48.23278426,-113.5673134
ADVENTURESCIENTISTS-48.39.114.08,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.39.114.08,Stream,48.39262402,-114.083039
ADVENTURESCIENTISTS-48.39.114.1,Montana,Flathead Wild and Scenic River-48.39.114.1,Stream,48.38630363,-114.1031533
ADVENTURESCIENTISTS-48.41.114.05,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.41.114.05,Stream,48.40941225,-114.0528207
ADVENTURESCIENTISTS-48.43.113.77,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.43.113.77,Stream,48.42542562,-113.7744556
ADVENTURESCIENTISTS-48.44.114.07,Montana,Flathead Wild and Scenic River-48.44.114.07,Stream,48.44223784,-114.0672374
ADVENTURESCIENTISTS-48.46.114.07,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.46.114.07,Stream,48.46082207,-114.0700185
ADVENTURESCIENTISTS-48.47.114.07,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.47.114.07,Stream,48.46702124,-114.0709479
ADVENTURESCIENTISTS-48.50.113.96,Montana,Middle Fork Flathead River (Flathead Wild and Scenic River)-48.50.113.96,Stream,48.49851848,-113.964496
ADVENTURESCIENTISTS-48.50.113.97,Montana,North Fork Flathead River (Flathead Wild and Scenic River)-48.50.113.97,Stream,48.49914828,-113.9673664
ADVENTURESCIENTISTS-48.62.114.14,Montana,North Fork Flathead River (Flathead Wild and Scenic River)-48.62.114.14,Stream,48.6203064,-114.1384137
ADVENTURESCIENTISTS-48.78.114.28,Montana,North Fork Flathead River (Flathead Wild and Scenic River)-48.78.114.28,Stream,48.78256498,-114.2817179
ADVENTURESCIENTISTS-49.00.114.48,Montana,North Fork Flathead River (Flathead Wild and Scenic River)-49.00.114.48,Stream,49.00105152,-114.4755691
BLCKFEET-00000001,Montana,Swiftcurrent Creek #2,Stream,48.84311944,-113.4342278
BLCKFEET-00000002,Montana,St. Mary River #1,Stream,48.75203056,-113.4365
BLCKFEET-00000003,Montana,St. Mary River #2,Stream,48.85227222,-113.4164222
BLCKFEET-00000004,Montana,St. Mary River #4,Stream,48.94313611,-113.3714306
BLCKFEET-00000005,Montana,Milk River #1,Stream,48.85973056,-113.0165472
BLCKFEET-00000006,Montana,Milk River #2,Stream,48.95388333,-112.7535917
BLCKFEET-00000007,Montana,Milk River #3,Stream,48.98941389,-112.5713111
BLCKFEET-00000008,Montana,Cut Bank Creek #1,Stream,48.58573889,-113.1229389
BLCKFEET-00000009,Montana,Cut Bank Creek #3,Stream,48.66134167,-112.759625
BLCKFEET-00000010,Montana,Cut Bank Creek #4,Stream,48.63519167,-112.3464333
BLCKFEET-00000011,Montana,Cut Bank Creek #5,Stream,48.48660833,-112.2287833
BLCKFEET-00000012,Montana,Willow Creek #1,Stream,48.55541389,-113.0899889
BLCKFEET-00000013,Montana,Willow Creek #2,Stream,48.55460278,-112.9881861
BLCKFEET-00000014,Montana,Willow Creek #3,Stream,48.65555,-112.7458111
BLCKFEET-00000016,Montana,Two Medicine River #5,Stream,48.47285556,-112.8025333
BLCKFEET-00000017,Montana,Two Medicine River #6,Stream,48.472475,-112.3580833
BLCKFEET-00000018,Montana,Badger Creek #1,Stream,48.32770278,-112.9746083
BLCKFEET-00000020,Montana,Birch Creek #1,Stream,48.16636667,-112.8678722
BLCKFEET-00000021,Montana,Birch Creek #2,Stream,48.23249167,-112.7346167
BLCKFEET-00000022,Montana,Birch Creek #3,Stream,48.32213611,-112.5509056
BLCKFEET-00000023,Montana,Birch Creek #4 (aka Two Med),Stream,48.48380833,-112.2285111
BLCKFEET-00000024,Montana,Little Badger Creek #1,Stream,48.35782222,-113.0022944
BLCKFEET-00000025,Montana,Whitetail Creek #1,Stream,48.37652778,-112.767975
BLCKFEET-00000026,Montana,Cut Bank Creek #2,Stream,48.61666667,-113.0366639
BLCKFEET-00000027,Montana,Blacktail Creek #1,Stream,48.32319167,-112.6209861
BLCKFEET-00000028,Montana,Two Medicine River #1,Stream,48.49144444,-113.2623944
BLCKFEET-00000029,Montana,Two Medicine River #3,Stream,48.42646111,-112.9910889
BLCKFEET-00000032,Montana,Swiftcurrent Creek #1,Stream,48.83009444,-113.5173028
BLCKFEET-00000033,Montana,Boulder Creek #1,Stream,48.83255,-113.459625
BLCKFEET-00000034,Montana,Divide Creek #1,Stream,48.74015278,-113.4284944
BLCKFEET-00000035,Montana,Kennedy Creek #1,Stream,48.91445833,-113.4355111
BLCKFEET-00000036,Montana,Middle Fork Milk River #1,Stream,48.84436944,-113.2143667
BLCKFEET-00000037,Montana,Dry Fork Milk River #1,Stream,48.83090556,-113.2010944
BLCKFEET-00000038,Montana,Livermore Creek #1,Stream,48.76754722,-113.1754278
BLCKFEET-00000039,Montana,South Fork Milk River #1,Stream,48.65131389,-113.3203417
BLCKFEET-00000040,Montana,South Fork Milk River #2,Stream,48.75768056,-113.1655889
BLCKFEET-00000042,Montana,North Fork Cut Bank Creek #2,Stream,48.60861667,-113.2864167
BLCKFEET-00000043,Montana,North Fork Milk River #1,Stream,48.91691944,-113.2012833
BLCKFEET-00000044,Montana,South Fork Cut Bank Creek #1,Stream,48.55776111,-113.2731722
BLCKFEET-00000047,Montana,Railroad Creek #1,Stream,48.42294167,-113.2097278
BLCKFEET-00000048,Montana,South Fork Two Medicine River #1,Stream,48.40565833,-113.1542667
BLCKFEET-00000049,Montana,North Fork Cut Bank Creek #3,Stream,48.6115,-113.3546056
BLCKFEET-00000052,Montana,Blacktail Creek #2,Stream,48.35340556,-112.5573556
BLCKFEET-00000054,Montana,Flatiron Creek #1,Stream,48.57204444,-112.9902667
BLCKFEET-00000056,Montana,Midvale Creek #3,Stream,48.43368889,-113.2073694
BLCKFEET-00000058,Montana,Depot Creek #1,Stream,48.55411944,-112.9877111
BLCKFEET-00000060,Montana,St. Mary River #5,Stream,48.84456111,-113.417925
BLCKFEET-00000061,Montana,Cut Bank Creek #6,Stream,48.68995278,-112.4234083
BLCKFEET-00000062,Montana,Cut Bank Creek #7,Stream,48.664545,-112.371673
BLCKFEET-00000063,Montana,Birch Creek #6,Stream,48.35739444,-112.3429417
BLCKFEET-00000064,Montana,Birch Creek #5,Stream,48.25188889,-112.6242806
BLCKFEET-00000065,Montana,Cut Bank Creek #8,Stream,48.68340556,-112.582875
BLCKFEET-00000066,Montana,Big Rock Coulee,Stream,48.68545,-112.3890556
BLCKFEET-00000067,Montana,Little Rock Coulee,Stream,48.71265278,-112.4357389
BLCKFEET-00000068,Montana,Cut Bank Creek #9,Stream,48.66566667,-112.9428083
BLCKFEET-00000069,Montana,Greasewood #1,Stream,48.66686111,-112.9438444
BLCKFEET-00000070,Montana,Cut Bank Creek #10,Stream,48.69271389,-112.5149222
BLCKFEET-00000071,Montana,Spring Creek,Stream,48.58630556,-112.3338583
BLCKFEET-00000082,Montana,Arnoux Creek,Stream,48.750525,-113.1666083
BLCKFEET-00000085,Montana,Milk River #4,Stream,48.92524,-112.8380889
BLCKFEET-00000086,Montana,North Fork Milk River #2,Stream,48.97971389,-113.0314417
BLCKFEET-00000088,Montana,Milk River #5,Stream,48.96313611,-112.6627139
BLCKFEET-00000092,Montana,John Weathered,Stream,48.99778889,-113.1672583
BLCKFEET-00000102,Montana,Birch Two Medicine #10,Stream,48.44460278,-112.2602611
BLCKFEET-00000104,Montana,Badger Creek #4,Stream,48.48239444,-112.5836167
BLCKFEET-00000105,Montana,Two Medicine River #10,Stream,48.48344167,-112.5839556
BLCKFEET-00000106,Montana,South Fork Whitetail Creek #2,Stream,48.28066111,-112.8300278
BLCKFEET-00000136,Montana,Connelly Ranch - Beaver Mimicry,Stream,48.62619167,-112.7730694
BLCKFEET-0000081B,Montana,Earl Vielle-Fox Creek,Stream,48.69190278,-113.3020778
BLCKFEET-0000091A,Montana,Toad Creek #2,Stream,48.74358611,-113.2419444
BLCKFEET-0000118A,Montana,Fox Creek #2,Stream,48.70675222,-113.2635872
BLCKFEET-000BLANK,Montana,Blackfeet Blanks,Stream,48.56696944,-113.0163361
CHIPCREE_WQX-BC1,Montana,Beaver Creek - near reservation line,Stream,48.221286,-109.651266
CHIPCREE_WQX-BC2,Montana,Below Miner''s Gultch Stream,Stream,48.207355,-109.648461
CHIPCREE_WQX-BC3,Montana,Above Miner''s Gultch Stream,Stream,48.20666,-109.64844
CHIPCREE_WQX-BC4,Montana,Below Cabin Creek,Stream,48.19472,-109.649776
CHIPCREE_WQX-BC5,Montana,Above Cabin Creek,Stream,48.194178,-109.650265
CHIPCREE_WQX-BC6,Montana,Below Elk Creek,Stream,48.186095,-109.645633
CHIPCREE_WQX-BC7,Montana,Above Elk Creek,Stream,48.185786,-109.645623
CHIPCREE_WQX-BC8,Montana,"Beaver Creek Confuence, West & East Fork",Stream,48.177726,-109.641233
CHIPCREE_WQX-BS1,Montana,"Big Sandy Crk, near hd waters, on left side of road",Stream,48.167783,-109.707221
CHIPCREE_WQX-BS10,Montana,Reservation boundry,Stream,48.172202,-109.825966
CHIPCREE_WQX-BS2,Montana,Above Ranger Creek,Stream,48.16226,-109.754016
CHIPCREE_WQX-BS3,Montana,Below Ranger Creek,Stream,48.162563,-109.755008
CHIPCREE_WQX-BS4,Montana,Above Wolf Creek,Stream,48.163393,-109.761133
CHIPCREE_WQX-BS5,Montana,below Wolf Creek,Stream,48.16355,-109.762316
11NPSWRD_WQX-YELL_YSL_058,Wyoming,Yellowstone Lake Shoreline KM 58,Lake,44.5536664,-110.3596254
CHIPCREE_WQX-BS7,Montana,Below Green Creek,Stream,48.165882,-109.773798
CHIPCREE_WQX-BS8,Montana,"Above Muddy Creek, near culvert",Stream,48.182851,-109.810891
CHIPCREE_WQX-BS9,Montana,Below Muddy Creek,Stream,48.183738,-109.814561
CHIPCREE_WQX-CB1,Montana,"Cabin Creek, Above Beaver Creek",Stream,48.194588,-109.650571
CHIPCREE_WQX-EC1,Montana,Eagle Creek just before entering WF,Stream,48.163394,-109.661
CHIPCREE_WQX-EF1,Montana,"East Fork, East and West fork come together",Stream,48.177099,-109.640671
CHIPCREE_WQX-EF2,Montana,Below East Fork dam,Stream,48.176229,-109.640601
CHIPCREE_WQX-EF3,Montana,Above East fork dam,Stream,48.16962,-109.62723
CHIPCREE_WQX-EK1,Montana,"Elk Creek, Above Beaver Creek",Stream,48.186035,-109.646128
CHIPCREE_WQX-GC1,Montana,"Gorman Crk, Near cottonwoods",Stream,48.20386,-109.908838
CHIPCREE_WQX-JM1,Montana,"Trib to W Fork, Below Green water tank South Bowery",Stream,48.167143,-109.675031
CHIPCREE_WQX-JM2,Montana,"Trib to Big Sandy, Water pipe",Stream,48.170791,-109.713226
CHIPCREE_WQX-MC1,Montana,Muddy Creek 1,Stream,48.201683,-109.764517
CHIPCREE_WQX-MC2,Montana,Muddy CReek Site 2,Stream,48.195217,-109.783883
CHIPCREE_WQX-MC3,Montana,Below Muddy Creek Turnoff (2007 319 Site),Stream,48.196383,-109.7991
CHIPCREE_WQX-MG1,Montana,"Miner''s Gulch, Above Beaver Creek",Stream,48.207174,-109.648358
CHIPCREE_WQX-RC1,Montana,"Ranger Crk, Near bottom,before entering BS creek",Stream,48.162081,-109.754646
CHIPCREE_WQX-UBS1,Montana,UBS1,Stream,48.16638889,-109.7066667
CHIPCREE_WQX-WB1,Montana,White Buffalo,Stream,48.20626193,-109.651353
CHIPCREE_WQX-WC3,Montana,Wolf Creek Above Chance Houle 319 project-past house,Stream,48.29485,-109.804467
CHIPCREE_WQX-WCBS1,Montana,Wolf Creek Before entering upper Big Sandy Creek,Stream,48.163212,-109.761791
CHIPCREE_WQX-WF1,Montana,"West Fork, Before it meets with East Fork",Stream,48.177073,-109.641153
CHIPCREE_WQX-WF2,Montana,Above Amisk Creek,Stream,48.17448902,-109.6440048
CHIPCREE_WQX-WF3,Montana,"Bottom of Amisk Creek, before entering WF",Stream,48.175238,-109.642465
CHIPCREE_WQX-WF4,Montana,Old timber cutting road at base of Baldy,Stream,48.168551,-109.652676
CHIPCREE_WQX-WF5,Montana,"Above Eagle Creek, entering WF",Stream,48.163513,-109.660833
CHIPCREE_WQX-WF6,Montana,Below EC Confluence,Stream,48.163814,-109.661665
CHIPCREE_WQX-WF7,Montana,"By power pole, before ascending Bowery pk",Stream,48.166053,-109.67514
COEOMAHA_WQX-FTPLK1772A,Montana,FTPLK1772A,Lake,47.99533,-106.4239
COEOMAHA_WQX-FTPLK1805DW,Montana,FTPLK1805DW,Lake,47.67997,-106.8796
COEOMAHA_WQX-FTPNFMORR1,Montana,FTPNFMORR1,Lake,47.63697,-108.6872
COEOMAHA_WQX-FTPPP1,Montana,FTPPP1,Lake,48.01261,-106.4108
