OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MT,USGS Montana Water Science Center,USGS-451519108035001,"Bighorn Lake bl Big Bull Elk Cyn, nr Ft Smith, MT","Lake, Reservoir, Impoundment",,10080010,,,,,45.25527778000000,-108.0638889000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-451529107582201,"Bighorn Lk 2.5mi up Black Canyon, nr Ft Smith, MT","Lake, Reservoir, Impoundment",,10080010,,,,,45.25805556000000,-107.9727778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-451536108012801,"Bighorn Lake above Corral Creek, near Ft Smith, MT","Lake, Reservoir, Impoundment",,10080010,,,,,45.26000000000000,-108.0244444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-451553107584801,"Bighorn Lk 1.5mi up Black Cyn, nr Ft Smith BL-19","Lake, Reservoir, Impoundment",,10080010,,,,,45.26477778000000,-107.9799167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-451640108001801,"Bighorn Lake bl Black Canyon, nr Ft Smith, MT","Lake, Reservoir, Impoundment",,10080010,,,,,45.27777778000000,-108.0050000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-451803107575201,"Bighorn Lake bl Box Canyon, nr Fort Smith, MT BL-2","Lake, Reservoir, Impoundment",,10080010,,,,,45.30086110000000,-107.9645278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3643,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,003,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-461013110215601,"Clear Creek at FR 844, nr Wilsall, MT",Stream,,10070003,,,,,46.17039720000000,-110.3655917000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6822,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,067,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-461053110213301,"Lodgepole Cr at mouth, nr Wilsall, MT",Stream,,10070003,,,,,46.18136110000000,-110.3592778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6614,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,067,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-461105110230401,"Buck Creek at mouth, nr Wilsall, MT",Stream,,10070003,,,,,46.18391667000000,-110.3845000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6490,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,067,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-463023112153701,Minnehaha Cr ab City Diversion nr Rimini MT,Stream,,10030101,5.35,sq mi,,,46.50632097000000,-112.2611225000000,,1,seconds,Interpolated from MAP.,NAD83,5040,feet,20,feet,Interpolated from topographic map.,NGVD29,US,30,049,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-463138110580001,NF Smith R ab conf nr White Sulphur Springs,Stream,,10030103,179,sq mi,,,46.52708889000000,-110.9666306000000,24000,3,seconds,Reported.,NAD83,4922,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-463504111154601,"Mule Cr at FR 575, nr White Sulphur Springs, MT",Stream,,10030103,,,,,46.58434167000000,-111.2626806000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6188,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-463605111120501,"Camas Cr bl Garden Cr nr White Sulphur Springs, MT",Stream,,10030103,,,,,46.60141940000000,-111.2012667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5096,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-464033111083501,"Smith River at Fort Logan, MT",Stream,,10030103,,,,,46.67577878000000,-111.1438378000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4605,feet,10,feet,Interpolated from topographic map.,NGVD29,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-464430111130201,"Beaver Cr at Clear Range Rd, nr Ft Logan, MT",Stream,,10030103,,,,,46.74175000000000,-111.2170833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4572,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-464506111095801,"Whitetail Deer Cr at mouth, nr Ft Logan, MT",Stream,,10030103,,,,,46.75163889000000,-111.1660278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4466,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-464508111100301,"Smith R ab Whitetail Deer Cr, nr Ft Logan, MT",Stream,,10030103,,,,,46.75230556000000,-111.1675278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4471,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-464753110542301,"Sheep Cr ab Moose Cr, nr White Sulphur Springs, MT",Stream,,10030103,,,,,46.79805556000000,-110.9063889000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5529,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,059,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-480954112520101,"Canal at Pondera Park, near Heart Butte, MT",Stream: Canal,,10030201,,,,,48.16502778000000,-112.8670000000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,4726,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481020112494501,"Fish Creek near mouth, near Heart Butte, MT",Stream,,10030201,,,,,48.17236110000000,-112.8292500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4663,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481034112510101,"Birch Ck below Eagle Creek, nr Heart Butte, MT",Stream,,10030201,,,,,48.17622220000000,-112.8503056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4662,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481402112435401,"Birch Cr at Heart Butte Road, nr Heart Butte, MT",Stream,,10030201,,,,,48.23377778000000,-112.7317500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4329,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481430109563601,"Williamson Reservoir site WR01, near Box Elder, MT","Lake, Reservoir, Impoundment",,10050005,,,,,48.24173889000000,-109.9433000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3033,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,015,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481506112373201,"Birch Cr Main Canal at diversion, nr Dupuyer, MT",Stream: Canal,,10030201,,,,,48.25175000000000,-112.6254444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4134,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481538112372801,"Birch Cr Main Canal bl diversion, nr Dupuyer, MT",Stream: Canal,,10030201,,,,,48.26061110000000,-112.6243333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4124,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481758109512401,"Boneau Reservoir site BR01, near Rocky Boy, MT","Lake, Reservoir, Impoundment",,10050005,,,,,48.29932220000000,-109.8566361000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3183,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,015,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481759109513201,"Boneau Reservoir site BR02, near Rocky Boy, MT","Lake, Reservoir, Impoundment",,10050005,,,,,48.29962778000000,-109.8589917000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3183,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,015,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481800109513901,"Boneau Reservoir site BR03, near Rocky Boy, MT","Lake, Reservoir, Impoundment",,10050005,,,,,48.29994167000000,-109.8607139000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3183,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,015,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481812112200601,"Dupuyer Creek at highway 44, near Valier, MT",Stream,,10030201,,,,,48.30327778000000,-112.3348610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3690,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481814112350301,"Birch Cr ab Kingsbury Canal, nr Dupuyer, MT",Stream,,10030201,,,,,48.30377778000000,-112.5841110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481819112345001,"Birch Cr bl Kingsbury Canal, nr Dupuyer, MT",Stream,,10030201,,,,,48.30527778000000,-112.5804722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3940,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-481855112233101,"Birch Creek at Kuka Road, near Valier, MT",Stream,,10030201,,,,,48.31516667000000,-112.3918333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3675,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-482049112291401,"Birch Creek at Stoltz Road, near Valier, MT",Stream,,10030201,,,,,48.34705556000000,-112.4873333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3775,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,073,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-482734115172401,"Lake Koocanusa nr Yarnell Island, nr Libby, MT","Lake, Reservoir, Impoundment",,17010101,,,,,48.45938330000000,-115.2900972000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,053,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-483829115173601,"Lake Koocanusa ab Allen Gulch, nr Rexford, MT","Lake, Reservoir, Impoundment",,17010101,,,,,48.64144720000000,-115.2933306000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,053,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-484619115180401,"Lake Koocanusa ab Sutton Cr, nr Rexford, MT","Lake, Reservoir, Impoundment",,17010101,,,,,48.77193889000000,-115.3010167000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,053,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-485704115110301,"Lake Koocanusa bl Young Cr, nr Rexford, MT","Lake, Reservoir, Impoundment",,17010101,,,,,48.95105830000000,-115.1842972000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,053,,,,,,,,,,NWIS
USGS-MT,USGS Montana Water Science Center,USGS-485944115095701,"Lake Koocanusa nr Gateway CG, nr Rexford, MT","Lake, Reservoir, Impoundment",,17010101,,,,,48.99547778000000,-115.1657194000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2463,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,30,053,,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10020100,"BEAR RIVER ABOVE RESERVOIR, NEAR WOODRUFF, UT",Stream,,16010101,755,sq mi,,,41.43438990000000,-111.0176863000000,24000,1,seconds,Interpolated from MAP.,NAD83,6455,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,041,,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10020300,"BEAR RIVER BELOW RESERVOIR, NEAR WOODRUFF, UT",Stream,,16010101,784,sq mi,,,41.50550100000000,-111.0146317000000,24000,1,seconds,Interpolated from MAP.,NAD83,6400,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,041,,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10028500,"BEAR RIVER BELOW PIXLEY DAM, NEAR COKEVILLE, WY",Stream,,16010102,2032,sq mi,,,41.93795000000000,-110.9868806000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6180.30,feet,.20,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,56,023,,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10032000,"SMITHS FORK NEAR BORDER, WY",Stream,,16010102,165,sq mi,,,42.29326620000000,-110.8724064000000,24000,5,seconds,Interpolated from MAP.,NAD83,6705.69,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,56,023,,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-10038000,"BEAR RIVER BELOW SMITHS FORK, NR COKEVILLE, WY",Stream,,16010102,2447,sq mi,,,42.12652778000000,-110.9731972000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6133.41,feet,.23,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,56,023,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06236100,"WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",Stream,,10080001,4390,sq mi,,,43.12897220000000,-108.2248333000000,24000,1,seconds,Interpolated from MAP.,NAD83,4775,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06253000,"FIVEMILE CREEK NEAR SHOSHONI, WY",Stream,,10080005,418,sq mi,285,sq mi,43.22191667000000,-108.2196944000000,24000,1,seconds,Interpolated from MAP.,NAD83,4750,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06258000,"MUDDY CREEK NEAR SHOSHONI, WY",Stream,,10080005,332,sq mi,,,43.28606920000000,-108.2756554000000,24000,10,seconds,Interpolated from MAP.,NAD83,4780,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06259000,"WIND RIVER BELOW BOYSEN RESERVOIR, WY",Stream,,10080005,7701,sq mi,,,43.42495750000000,-108.1789858000000,24000,1,seconds,Interpolated from MAP.,NAD83,4608.58,feet,.1,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06268600,"BIGHORN RIVER AT WORLAND, WY",Stream,,10080007,10810,sq mi,,,44.01467908000000,-107.9695392000000,24000,1,seconds,Interpolated from MAP.,NAD83,4038.50,feet,1,feet,Interpolated from topographic map.,NGVD29,US,56,043,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06274300,"BIGHORN RIVER AT BASIN, WY",Stream,,10080007,13223,sq mi,,,44.38329070000000,-108.0362117000000,24000,1,seconds,Interpolated from MAP.,NAD83,3821.29,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,56,003,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06277500,"GREYBULL RIVER NEAR BASIN, WY",Stream,,10080009,1115,sq mi,,,44.40662308000000,-108.1867719000000,24000,1,seconds,Interpolated from MAP.,NAD83,3990,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,003,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06279500,"BIGHORN RIVER AT KANE, WY",Stream,,10080010,15762,sq mi,15762,sq mi,44.75856618000000,-108.1814972000000,24000,1,seconds,Interpolated from MAP.,NAD83,3660,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,003,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06283995,"Shoshone River ab Willwood Dam, nr Ralston, WY",Stream,,10080014,1846,sq mi,,,44.66121667000000,-108.9275278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4521,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,029,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06284010,"Shoshone River bl Willwood Dam, nr Ralston, WY",Stream,,10080014,1851,sq mi,,,44.67175830000000,-108.9153944000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4483,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,029,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06285100,"SHOSHONE RIVER NEAR LOVELL, WY",Stream,,10080014,2350,sq mi,,,44.83856380000000,-108.4351186000000,24000,1,seconds,Interpolated from MAP.,NAD83,3850,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,003,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06299980,"TONGUE RIVER AT MONARCH, WY",Stream,,10090101,478,sq mi,478,sq mi,44.90024930000000,-107.0209050000000,24000,1,seconds,Interpolated from MAP.,NAD83,3620,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,033,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06306000,"Tongue River near Acme, WY",Stream,,10090101,894,sq mi,,,44.94461110000000,-106.9422750000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,3522,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,033,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06306020,"Tongue River below Youngs Creek, near Acme, WY",Stream,,10090101,,,,,44.99025118000000,-106.8917355000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,3488,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,033,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06313400,"SALT CREEK NEAR SUSSEX, WY",Stream,,10090204,769,sq mi,769,sq mi,43.62191829000000,-106.3683639000000,24000,1,seconds,Interpolated from MAP.,NAD83,4480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,019,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06317000,"POWDER RIVER AT ARVADA, WY",Stream,,10090202,6050,sq mi,,,44.64998226000000,-106.1275278000000,24000,1,seconds,Interpolated from MAP.,NAD83,3620,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,033,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06324902,"Little Powder R above Cow Creek, near Gillette, WY",Stream,,10090208,,,,,44.55197220000000,-105.3946944000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,3873,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,005,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06324970,"LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY",Stream,,10090208,1237,sq mi,1237,sq mi,44.92692880000000,-105.3533268000000,24000,1,seconds,Interpolated from MAP.,NAD83,3410,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,005,,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06364705,"Antelope Creek below Beckwith Cr, near Teckla, WY",Stream,,10120101,,,,,43.45342220000000,-105.1403694000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4387,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,009,,,,,,,,,,NWIS
